price,xgb,lightgbm
3.1e+08,430100000,426700000
390000000.000001,455300000,447500000
3.3e+08,363700000,3.58e+08
615000000.000001,606300000,583800000
8e+08,730800000,765200000
3.8e+08,377300000,3.75e+08
1.05e+09,8.35e+08,873900000
3.95e+08,445200000,439300000
3.3e+08,354200000,354800000
620000000.000001,606500000,617400000
4.3e+08,402500000,415400000
6.1e+08,576100000,600200000
620000000.000001,6.56e+08,620200000
550000000.000001,573600000,598200000
470000000.000001,485800000,483300000
880000000.000001,866500000,839800000
6.55e+08,717300000,7.24e+08
410000000.000001,452200000,4.35e+08
809000000.000001,7.03e+08,740600000
7.5e+08,726300000,680800000
3.95e+08,474100000,444300000
419999999.999999,442700000,449500000
1.35e+09,1211600000,1207500000
5.2e+08,517100000,512700000
620000000.000001,575700000,578600000
8e+08,752100000,7.46e+08
900000000.000001,1046600000,1035300000
8.2e+08,759500000,752300000
1.15e+09,1112100000,1085400000
790000000.000001,729100000,750300000
1.2e+09,1070100000,1059500000
880000000.000001,906200000,9.33e+08
620000000.000001,640600000,623700000
1.15e+09,1221300000,1152600000
930000000.000001,808300000,756900000
1.34e+09,1024600000,1008300000
620000000.000001,635300000,609700000
5e+08,510600000,484500000
490000000.000001,535900000,547100000
490000000.000001,472100000,4.6e+08
490000000.000001,465600000,426800000
470000000.000001,445500000,490400000
5.7e+08,644900000,5.85e+08
3e+08,3.82e+08,376500000
3.6e+08,395500000,400700000
4.3e+08,412100000,377600000
729999999.999999,573300000,636600000
449999999.999999,505600000,5.27e+08
729999999.999999,636700000,617200000
5.9e+08,584800000,6.04e+08
416999999.999999,507600000,549500000
1.1e+09,573100000,6.57e+08
550000000.000001,631700000,674200000
1.1e+09,513700000,490300000
490000000.000001,479700000,4.31e+08
449999999.999999,500100000,477800000
900000000.000001,806900000,826200000
5.7e+08,631200000,641800000
729999999.999999,557800000,590100000
7.5e+08,591200000,581200000
5.8e+08,600500000,6.08e+08
880000000.000001,530200000,511900000
3e+08,387800000,391400000
600000000.000001,597400000,589400000
6.5e+08,615400000,566200000
7e+08,652900000,6.82e+08
880000000.000001,487500000,532900000
5.95e+08,651400000,582100000
560000000.000001,524400000,541900000
449999999.999999,541500000,517200000
390000000.000001,495200000,467100000
470000000.000001,510800000,533600000
449999999.999999,5.07e+08,532700000
479999999.999999,443800000,443800000
369999999.999999,531700000,509200000
550000000.000001,494800000,526100000
5.9e+08,561600000,579600000
479999999.999999,535800000,530300000
849999999.999999,653600000,659700000
920000000.000001,820300000,820500000
490000000.000001,529200000,544600000
950000000.000001,568400000,576500000
1.1e+09,1.107e+09,1138500000
479999999.999999,639500000,611100000
849999999.999999,1.075e+09,1046700000
399999999.999999,437500000,435300000
5.9e+08,583200000,590500000
4.39e+08,4.27e+08,422300000
9.6e+08,969800000,992100000
7.65e+08,751200000,767200000
889999999.999999,1024200000,1071800000
369999999.999999,477300000,484200000
390000000.000001,363500000,369200000
550000000.000001,422700000,414200000
4.3e+08,409500000,388700000
596999999.999999,588900000,579300000
889999999.999999,1044700000,9.79e+08
1.1e+09,984900000,1010500000
5.95e+08,592800000,6.1e+08
1.05e+09,922100000,896100000
970000000.000001,1029500000,954600000
869999999.999999,729500000,728200000
1.43e+09,1071700000,1078800000
775000000.000001,650700000,599500000
1.6e+09,1329500000,1280500000
689999999.999999,6.21e+08,651400000
600000000.000001,564200000,570700000
7.4e+08,795500000,756200000
1.15e+09,978600000,1017500000
889999999.999999,930800000,916500000
449999999.999999,513600000,517300000
689999999.999999,634400000,602200000
348000000.000001,445700000,417300000
550000000.000001,5.23e+08,535900000
479999999.999999,616500000,647500000
7.5e+08,7.69e+08,7.15e+08
5.9e+08,669700000,651700000
7.5e+08,605400000,6.35e+08
7.8e+08,598500000,577300000
600000000.000001,760700000,746900000
8e+08,712800000,687600000
390000000.000001,517300000,519800000
5.2e+08,412700000,4.11e+08
470000000.000001,690900000,702900000
470000000.000001,5.13e+08,498500000
8.2e+08,885300000,887700000
689999999.999999,671100000,709600000
349999999.999999,567400000,537100000
449999999.999999,4.88e+08,499200000
399999999.999999,472900000,436600000
7.5e+08,809400000,7.72e+08
630000000.000001,640400000,672700000
3.3e+08,360300000,356500000
399999999.999999,425600000,417700000
4.65e+08,511700000,482800000
6.5e+08,651700000,628200000
1.5e+09,872400000,911400000
869999999.999999,773300000,706700000
8e+08,785900000,725300000
7.5e+08,518400000,5.87e+08
950000000.000001,441100000,4.8e+08
889999999.999999,870900000,904700000
1.15e+09,599200000,6.03e+08
3e+08,341400000,349200000
900000000.000001,680500000,6.19e+08
4.6e+08,471100000,473400000
7.5e+08,853300000,883300000
3.2e+08,348600000,346100000
6.8e+08,656200000,661200000
369999999.999999,378700000,361100000
7e+08,844700000,817500000
1.19e+09,1273800000,1235200000
5.7e+08,693800000,659200000
8.19e+08,848500000,812900000
1.45e+09,906300000,9.18e+08
490000000.000001,771500000,770300000
4.3e+08,541700000,566300000
5.3e+08,485100000,527400000
470000000.000001,469200000,445900000
390000000.000001,402700000,390500000
419999999.999999,469900000,4.32e+08
419999999.999999,461800000,471100000
950000000.000001,978900000,977100000
369999999.999999,403500000,3.89e+08
5.3e+08,627500000,657800000
979999999.999999,758800000,759900000
369999999.999999,375800000,3.89e+08
349999999.999999,460500000,4.56e+08
8.2e+08,652700000,659300000
3.65e+08,356900000,355100000
790000000.000001,7e+08,729700000
369999999.999999,388100000,385900000
550000000.000001,520500000,528500000
449999999.999999,462500000,440700000
556528000,433100000,450900000
498000000.000001,500100000,493600000
4.4e+08,542300000,526900000
390000000.000001,632200000,619800000
470000000.000001,460600000,481700000
640000000.000001,573200000,589600000
3.6e+08,495500000,472100000
498999999.999999,493800000,516900000
1.12e+09,984600000,966700000
449999999.999999,544100000,523300000
490000000.000001,448700000,459900000
6.5e+08,662900000,643200000
920000000.000001,895100000,958800000
4.25e+08,507800000,502100000
5.8e+08,704200000,682400000
419999999.999999,483200000,463700000
1e+09,989900000,944900000
1.35e+09,1477300000,1417500000
4.95e+08,478200000,4.65e+08
8e+08,785900000,800300000
1.24e+09,1297500000,1253400000
3.2e+08,340400000,339900000
3.8e+08,367400000,374900000
1.4e+09,703100000,786100000
7.1e+08,7.06e+08,788100000
6.45e+08,703900000,671700000
6.8e+08,6.89e+08,677200000
550000000.000001,588800000,616800000
3.6e+08,349600000,355700000
950000000.000001,654100000,682600000
470000000.000001,600800000,603900000
390000000.000001,339700000,344100000
829999999.999999,631600000,645900000
479999999.999999,5.71e+08,5.65e+08
1.05e+09,6.94e+08,732200000
920000000.000001,1080700000,1063800000
384782187,481400000,518700000
3.15e+08,336700000,343300000
550000000.000001,520500000,528500000
3.8e+08,440700000,441900000
3.35e+08,352200000,357800000
340000000.000001,404100000,402900000
1.2e+09,1006900000,1050800000
8e+08,785900000,800300000
675000000.000001,598500000,631800000
950000000.000001,978900000,977100000
490000000.000001,425100000,429400000
729999999.999999,500500000,5.07e+08
849999999.999999,8.64e+08,874300000
4.4e+08,480200000,501200000
550000000.000001,461200000,468800000
1.65e+09,1166400000,1169900000
417397000,402100000,408200000
1.165e+09,818400000,893400000
1.1e+09,873400000,838800000
390000000.000001,3.49e+08,344500000
423500000,451400000,423100000
659999999.999999,670700000,657700000
4.95e+08,479300000,503600000
6.1e+08,622500000,654800000
990000000.000001,1012300000,1028900000
974999999.999999,878900000,935400000
3.72e+08,344300000,341500000
6.5e+08,737400000,742100000
974999999.999999,878900000,935400000
3.98e+08,450900000,441900000
659999999.999999,670700000,657700000
560000000.000001,510800000,516700000
485500000,528500000,495900000
4.25e+08,467900000,474800000
4.3e+08,387400000,404100000
447999999.999999,435300000,438300000
516999999.999999,474800000,474800000
6.35e+08,5.79e+08,6.02e+08
7.5e+08,786500000,765700000
9.95e+08,1089400000,1064400000
340000000.000001,461600000,441100000
493280000,461300000,456900000
493280000,461300000,456900000
493280000,461300000,456900000
494560000.000001,461300000,456900000
3.6e+08,381200000,380200000
493280000,461300000,456900000
539999999.999999,411200000,455500000
560000000.000001,551800000,579400000
419999999.999999,594700000,583900000
930000000.000001,757700000,803500000
470000000.000001,571900000,584500000
950000000.000001,983100000,951400000
1.28e+09,1333700000,1.417e+09
416000000.000001,401800000,397300000
7.47e+08,475300000,482100000
3e+08,3.3e+08,328200000
449999999.999999,413400000,418500000
1.4e+09,914800000,899100000
630000000.000001,794900000,833900000
600000000.000001,515700000,521900000
479999999.999999,433600000,435100000
340000000.000001,4e+08,372700000
419999999.999999,523100000,521800000
419999999.999999,523100000,521800000
479900000,519600000,5.2e+08
479900000,519600000,5.2e+08
479900000,519600000,5.2e+08
979999999.999999,877600000,9.38e+08
5.3e+08,4.83e+08,485400000
3.37e+08,407500000,408900000
4.32e+08,404300000,411600000
5.41e+08,4.34e+08,435400000
470000000.000001,429300000,448400000
550000000.000001,587900000,552800000
620000000.000001,426400000,421300000
479999999.999999,550200000,506400000
7.5e+08,852600000,910100000
3.8e+08,471300000,480600000
620000000.000001,676600000,6.9e+08
344900000,357300000,3.55e+08
344900000,357300000,3.55e+08
4.69e+08,433200000,440900000
4.4e+08,392100000,385300000
705000000.000001,691900000,692100000
3.35e+08,385400000,3.96e+08
428999999.999999,453500000,426400000
3.8e+08,390200000,370200000
3.8e+08,339400000,358500000
6.1e+08,615100000,614200000
449999999.999999,4.47e+08,456700000
3e+08,3.41e+08,351400000
3.3e+08,406100000,374700000
4.05e+08,385600000,391700000
539999999.999999,460300000,442100000
3.2e+08,383300000,378700000
4.54e+08,449700000,4.32e+08
419999999.999999,520600000,513800000
7.5e+08,825600000,814600000
3.3e+08,343400000,346800000
428999999.999999,461800000,446600000
849999999.999999,886100000,850300000
950000000.000001,957100000,954300000
950000000.000001,1000500000,1002900000
950000000.000001,913400000,927200000
6.27e+08,610800000,621800000
869999999.999999,9.27e+08,967400000
4.6e+08,721300000,674200000
5.8e+08,606700000,594700000
490000000.000001,510800000,518900000
1.2e+09,979700000,1004300000
1.2e+09,979700000,1004300000
600000000.000001,5.39e+08,551400000
1.1e+09,766800000,822600000
1.65e+09,1206800000,1270200000
525000000.000001,525700000,522700000
525000000.000001,525700000,522700000
3.6e+08,315800000,332300000
900000000.000001,731900000,698600000
510000000.000001,431400000,428800000
3.15e+08,422600000,428300000
449999999.999999,469700000,482400000
7.15e+08,666500000,636500000
449999999.999999,469700000,482400000
8.19e+08,958200000,893700000
6.1e+08,484700000,465800000
449990000,448900000,429900000
6.8e+08,719300000,7.4e+08
5e+08,441200000,434400000
3.3e+08,363200000,353800000
550000000.000001,644700000,6.45e+08
3.8e+08,508900000,477800000
3.65e+08,357700000,355400000
6.95e+08,527700000,522700000
313485000,354900000,359200000
775000000.000001,721800000,745600000
4.61e+08,462900000,454200000
415537000,383300000,391300000
363643000,372600000,381100000
611326414,561300000,556100000
479999999.999999,457600000,432900000
4.35e+08,4.41e+08,431100000
313485000,341900000,336800000
465999999.999999,361400000,377300000
3.8e+08,406500000,391800000
5.8e+08,579600000,589100000
671807000.000001,460100000,462600000
313485000,341500000,346800000
5.3e+08,562800000,552100000
696067000.000001,429500000,463500000
490000000.000001,526800000,542200000
5.07e+08,442400000,427700000
839851000,8.15e+08,818700000
590040000.000001,623200000,639700000
880000000.000001,799300000,780700000
390000000.000001,534900000,5.4e+08
772999999.999999,870800000,848700000
735625799.999999,585600000,561400000
675000000.000001,820900000,822400000
6.5e+08,741500000,729600000
880000000.000001,742400000,801500000
1.4e+09,974600000,943700000
537621840.000001,615600000,611800000
664999999.999999,666600000,672600000
7.35e+08,578100000,585200000
494054000,571400000,577700000
4.71e+08,686100000,686800000
494054488.000001,554500000,555500000
369999999.999999,444300000,428100000
950000000.000001,825600000,779400000
759999999.999999,529300000,536500000
7.65e+08,8.75e+08,858500000
471734000.000001,651500000,673900000
515458125.000001,606700000,617900000
1.438e+09,1219400000,1279100000
1126690187,1013100000,1007600000
1.505e+09,1290200000,1.297e+09
849999999.999999,862500000,854200000
511999999.999999,624400000,646400000
847895000,801100000,797200000
689999999.999999,780500000,797300000
979999999.999999,886600000,943400000
5.8e+08,733400000,712200000
474292565.000001,458500000,476600000
3.8e+08,395900000,388400000
4.3e+08,501900000,487200000
3.6e+08,356400000,366100000
470000000.000001,461800000,456500000
7.5e+08,745300000,750900000
539999999.999999,656400000,6.07e+08
1.2e+09,952600000,949800000
6.5e+08,910500000,823400000
5.8e+08,504100000,473100000
3.8e+08,449500000,438100000
7e+08,490900000,470100000
630000000.000001,458300000,453200000
3e+08,376900000,365700000
600000000.000001,539300000,543600000
3e+08,382900000,382200000
455059560,507500000,5.05e+08
402000000.000001,428400000,395900000
972160000.000001,816900000,853600000
1297019000,742800000,7.82e+08
3.12e+08,585200000,576100000
6.54e+08,358900000,351100000
406223500,543100000,505300000
349999999.999999,410600000,4.22e+08
3.25e+08,352400000,367500000
470000000.000001,455600000,4.52e+08
489161000,572500000,5.87e+08
455059560,442800000,442900000
340000000.000001,360200000,365200000
349999999.999999,363700000,367500000
4.06e+08,442600000,4.32e+08
465999999.999999,490200000,463200000
3.8e+08,443100000,4.6e+08
406223500,391700000,407500000
532840000,876500000,887400000
640891200.000001,650200000,594500000
609465000,672400000,641800000
1.6e+09,1128400000,1098300000
3.3e+08,432300000,433100000
5.16e+08,697300000,654400000
829999999.999999,809900000,796800000
937999999.999999,661900000,664600000
443304000,5.76e+08,546200000
4.25e+08,472600000,451900000
8.2e+08,652300000,708200000
7.84e+08,794400000,742400000
1.03e+09,661900000,664600000
399999999.999999,450300000,471500000
6.52e+08,456200000,460100000
3.3e+08,409700000,403500000
1315585500,1026200000,1000300000
720000000.000001,697900000,703300000
6.54e+08,689300000,645500000
790000000.000001,7.8e+08,794400000
1.4e+09,587300000,638600000
1.565e+09,1159100000,1107200000
6.5e+08,827300000,820400000
6.5e+08,836300000,776300000
952482848,1060700000,1088400000
1.15e+09,1201800000,1149600000
3.6e+08,428500000,418500000
349999999.999999,430200000,412900000
560000000.000001,536600000,5.07e+08
550000000.000001,521600000,545700000
685000000.000001,773800000,753800000
7.55e+08,619300000,609600000
3e+08,357900000,3.69e+08
3.1e+08,324200000,328100000
3.2e+08,366500000,374500000
3.2e+08,389400000,398400000
720000000.000001,806700000,807400000
7.8e+08,682400000,699600000
449999999.999999,424600000,427900000
3.1e+08,386100000,387300000
560000000.000001,537600000,582900000
3.8e+08,451900000,431200000
1.079e+09,689400000,743500000
1.4e+09,703100000,786100000
4.4e+08,454100000,448300000
4.75e+08,408800000,409800000
5.02e+08,408800000,409800000
449999999.999999,459700000,459900000
514999999.999999,555800000,558500000
4.88e+08,386900000,382800000
1.1e+09,805100000,8.18e+08
6.55e+08,712300000,726300000
390000000.000001,452700000,459500000
5.3e+08,598700000,624400000
874999999.999999,7.97e+08,790600000
979999999.999999,865700000,875400000
8e+08,869800000,906600000
419999999.999999,519700000,512100000
1e+09,685500000,693900000
1e+09,685500000,693900000
1e+09,685500000,693900000
1e+09,685500000,693900000
5.2e+08,454100000,488700000
550000000.000001,489800000,498900000
6.95e+08,844500000,8.03e+08
309900000,361800000,361200000
539999999.999999,5.25e+08,523400000
4.65e+08,391800000,402400000
449999999.999999,378400000,374200000
340000000.000001,431400000,435500000
4.94e+08,4.81e+08,457400000
1.05e+09,697200000,734700000
1e+09,762600000,769600000
900000000.000001,1108900000,1114200000
1.35e+09,1190600000,1.189e+09
1e+09,495900000,492300000
1e+09,495900000,492300000
1e+09,495900000,492300000
1e+09,495900000,492300000
470000000.000001,513600000,502500000
6.5e+08,6.65e+08,668400000
3.3e+08,382800000,390700000
449999999.999999,384300000,430700000
630000000.000001,654600000,691800000
390000000.000001,408900000,407600000
550000000.000001,526800000,514400000
348000000.000001,369800000,367200000
4.15e+08,449800000,433300000
620000000.000001,593800000,601100000
5.3e+08,417200000,417400000
5.7e+08,567500000,540900000
4.94e+08,452600000,4.52e+08
1.4e+09,698800000,792100000
374999999.999999,380400000,379100000
794999999.999999,762700000,827700000
390000000.000001,437300000,436500000
5e+08,501500000,498700000
399999999.999999,476600000,468700000
1.15e+09,901300000,864700000
560000000.000001,514500000,513300000
874999999.999999,839800000,811100000
979999999.999999,1024500000,1049600000
1.6e+09,1019200000,1093500000
790000000.000001,730500000,7.89e+08
8e+08,861500000,895900000
1.36e+09,1193400000,1250600000
1.5e+09,1339900000,1409500000
1.47e+09,1252100000,1232400000
1.5e+09,1.239e+09,1154800000
1.5e+09,1.239e+09,1154800000
3.3e+08,361500000,346400000
349999999.999999,413200000,430500000
390000000.000001,374500000,3.81e+08
1.04e+09,1235700000,1208400000
4.54e+08,433400000,427800000
7.18e+08,6.98e+08,656400000
3.1e+08,330800000,324900000
3.6e+08,3.73e+08,366100000
3.2e+08,343200000,349900000
4.78e+08,533200000,5.28e+08
3.25e+08,579900000,579100000
349999999.999999,454200000,438600000
449999999.999999,420100000,434600000
340000000.000001,361200000,363400000
630000000.000001,455500000,447300000
894999999.999999,773600000,747600000
560000000.000001,648800000,592800000
3.6e+08,388500000,3.85e+08
514999999.999999,527200000,520300000
3.6e+08,513300000,502700000
399999999.999999,419900000,4.19e+08
525000000.000001,5.15e+08,499300000
410000000.000001,424700000,424800000
349999999.999999,345600000,359900000
399999999.999999,402600000,396600000
6.5e+08,606200000,644600000
449999999.999999,419200000,437900000
3.96e+08,426100000,428400000
3.23e+08,361800000,353500000
349999999.999999,345600000,359900000
3.23e+08,361800000,353500000
6.5e+08,606200000,644600000
6.7e+08,564400000,522700000
3.1e+08,802300000,775800000
1.4e+09,1.02e+09,960900000
1e+09,752700000,711400000
539999999.999999,583300000,589600000
550000000.000001,554400000,564600000
514999999.999999,609800000,608800000
4.15e+08,463700000,432400000
550000000.000001,492100000,492500000
930000000.000001,942400000,931300000
560000000.000001,549200000,548200000
849999999.999999,718500000,712600000
479999999.999999,574900000,5.77e+08
675000000.000001,722700000,720900000
479999999.999999,574900000,5.77e+08
7.5e+08,684400000,673400000
6.7e+08,729100000,701300000
3.6e+08,474100000,473500000
600000000.000001,637600000,612200000
550000000.000001,409300000,415300000
1.2e+09,880100000,845400000
5.2e+08,589600000,580300000
5.2e+08,589600000,580300000
4.3e+08,490400000,545200000
7.5e+08,834900000,857100000
930000000.000001,901100000,896700000
1.149e+09,1024700000,1039100000
950000000.000001,888200000,895100000
6.8e+08,782100000,766300000
6.5e+08,729200000,751900000
1.5e+09,1339900000,1392200000
449999999.999999,642700000,629800000
900000000.000001,1049900000,1002800000
970000000.000001,1241500000,1221800000
1.3e+09,1400100000,1347500000
1.09e+09,1107700000,1140200000
1.1e+09,1131300000,1169200000
1.3e+09,1344200000,1.293e+09
1.6e+09,1574600000,1590200000
4.3e+08,468200000,470600000
449999999.999999,3.71e+08,3.88e+08
1.2e+09,846800000,856100000
950000000.000001,788200000,748200000
1.2e+09,881100000,927900000
4.4e+08,435600000,426500000
4.6e+08,485900000,503600000
449999999.999999,487500000,455500000
555000000.000001,554400000,529800000
410000000.000001,4.75e+08,460300000
5.8e+08,583400000,5.54e+08
1.1e+09,1.042e+09,1033200000
9.95e+08,1112300000,1081900000
630000000.000001,5.51e+08,566900000
3.3e+08,362800000,353900000
794999999.999999,846700000,850500000
479900000,514400000,515900000
3.3e+08,332300000,350400000
3.8e+08,345200000,362500000
355000000.000001,345800000,351800000
3.8e+08,404200000,395900000
4.3e+08,427700000,464600000
3.35e+08,368300000,3.69e+08
1.39e+09,1093400000,1106800000
525000000.000001,630500000,601300000
5.8e+08,634100000,626600000
550000000.000001,488100000,4.8e+08
979999999.999999,1082300000,1095500000
979999999.999999,1082300000,1095500000
9.6e+08,1084900000,1060900000
1.1e+09,1116900000,1103600000
1.35e+09,1344200000,1279900000
8e+08,768900000,762500000
550000000.000001,540400000,551300000
399999999.999999,438400000,443200000
399999999.999999,438400000,443200000
560000000.000001,433300000,425300000
329900000,435900000,413800000
550000000.000001,767200000,731300000
6.8e+08,840300000,802900000
3.15e+08,355400000,358600000
341999999.999999,355300000,350900000
3.15e+08,355400000,358600000
3.15e+08,355400000,358600000
4.09e+08,371100000,376300000
3e+08,393100000,413200000
4.65e+08,399800000,401800000
4.15e+08,4.11e+08,419500000
5.36e+08,443100000,450400000
349999999.999999,371200000,3.79e+08
399999999.999999,438200000,430800000
5e+08,625600000,610800000
3.1e+08,440100000,452800000
550000000.000001,463800000,500100000
620000000.000001,502900000,505200000
390000000.000001,611700000,602100000
794999999.999999,522600000,548500000
645999999.999999,656200000,6.37e+08
369900000,409700000,399300000
3.35e+08,447300000,484800000
6.5e+08,7.53e+08,745800000
5.9e+08,608700000,604400000
979999999.999999,9.39e+08,961300000
5.35e+08,5.21e+08,521900000
7.5e+08,665100000,694100000
5.9e+08,8.12e+08,754100000
3.3e+08,550400000,576500000
998000000.000001,1144200000,1167900000
525000000.000001,466500000,465900000
1.09e+09,713200000,7.45e+08
3.3e+08,415500000,429900000
3.35e+08,330200000,382100000
600000000.000001,639300000,678500000
3.3e+08,380800000,391700000
4.6e+08,4.72e+08,482300000
3.08e+08,335500000,329800000
3.8e+08,350800000,357300000
4.42e+08,480500000,477300000
539999999.999999,535300000,525300000
3.1e+08,408100000,413600000
555000000.000001,402200000,4.23e+08
3.2e+08,444800000,438100000
4.55e+08,393600000,396200000
3.8e+08,404400000,396500000
449999999.999999,410600000,4.01e+08
341500000,356500000,366900000
550000000.000001,463900000,441700000
419999999.999999,589400000,5.74e+08
560000000.000001,482900000,477800000
8e+08,540400000,545100000
1.3e+09,1065800000,1136600000
7e+08,686300000,724400000
4.25e+08,477200000,485800000
729999999.999999,1205400000,1135300000
6.5e+08,644700000,655900000
620000000.000001,706700000,7.15e+08
3.3e+08,337400000,339500000
4.25e+08,464800000,4.74e+08
7e+08,594400000,633600000
1.35e+09,1.132e+09,1159800000
849999999.999999,595500000,642700000
999000000.000001,630200000,6.77e+08
990000000.000001,1024700000,1025900000
4.97e+08,515700000,511500000
849999999.999999,616200000,613700000
560000000.000001,600700000,598400000
5.2e+08,488500000,491400000
470000000.000001,570300000,567200000
7.8e+08,669900000,656500000
8e+08,854400000,8.34e+08
829999999.999999,956800000,989200000
720000000.000001,7.07e+08,688900000
1.15e+09,1293800000,1428100000
849999999.999999,738200000,765700000
859999999.999999,930800000,895500000
1.05e+09,1082400000,1059900000
859999999.999999,854500000,842200000
790000000.000001,956100000,952200000
6.5e+08,746800000,716500000
1.2e+09,1186400000,1148400000
1.6e+09,1562400000,1584700000
1.43e+09,1280400000,1210300000
1.25e+09,1297600000,1295100000
7e+08,929300000,971300000
689999999.999999,6.71e+08,700200000
550000000.000001,680600000,652500000
470000000.000001,544100000,547600000
659999999.999999,562600000,573100000
6.7e+08,672300000,689900000
869999999.999999,8.36e+08,8.21e+08
630000000.000001,931200000,909200000
7.8e+08,907600000,8.77e+08
1.65e+09,1603800000,1.511e+09
1.5e+09,1033500000,1109900000
7.4e+08,654600000,649200000
1.05e+09,860200000,921400000
349999999.999999,373300000,393300000
620000000.000001,555100000,546200000
388999999.999999,634800000,6.15e+08
4.4e+08,5.36e+08,5.15e+08
369999999.999999,495900000,475400000
950000000.000001,933100000,926600000
859999999.999999,863400000,869600000
1.1e+09,851900000,869200000
1.2e+09,1258700000,1144300000
8e+08,1005300000,966200000
1.55e+09,1030100000,1111800000
600000000.000001,6.11e+08,652500000
479999999.999999,540500000,524300000
979999999.999999,895600000,907900000
604999999.999999,631200000,6.14e+08
1.5e+09,962300000,9.71e+08
900000000.000001,945300000,9.45e+08
5.9e+08,729500000,781100000
5.7e+08,495900000,504400000
849999999.999999,900200000,873600000
845000000.000001,1206300000,1070300000
1.49e+09,1315800000,1397300000
6.35e+08,678900000,686700000
720000000.000001,617600000,6.08e+08
1.55e+09,1335400000,1349500000
640000000.000001,628500000,628500000
399999999.999999,635100000,599200000
349999999.999999,504200000,4.71e+08
8e+08,730100000,765300000
3.12e+08,376400000,360800000
5.2e+08,519800000,514200000
449990000,535400000,529100000
3.8e+08,377600000,3.77e+08
7e+08,710800000,740100000
479999999.999999,512600000,563800000
620000000.000001,576900000,579400000
539999999.999999,603800000,6.13e+08
1.03e+09,944200000,933700000
349999999.999999,411500000,392600000
5.7e+08,469600000,4.71e+08
1.45e+09,957100000,947400000
1e+09,946300000,943800000
470000000.000001,487800000,485600000
4.14e+08,415500000,410600000
729999999.999999,8.06e+08,828700000
3.65e+08,375700000,377500000
600000000.000001,630400000,662200000
1.5e+09,1129400000,1033700000
369999999.999999,378900000,379900000
6.8e+08,601700000,621200000
6.8e+08,601700000,621200000
6.8e+08,601700000,621200000
3.1e+08,3.42e+08,3.47e+08
556000000.000001,513700000,4.98e+08
620000000.000001,663100000,655700000
5.8e+08,513400000,537100000
3.2e+08,368400000,360700000
5.8e+08,513400000,537100000
550000000.000001,556100000,567500000
550000000.000001,575600000,588100000
620000000.000001,667700000,656900000
640000000.000001,651900000,6.95e+08
869999999.999999,855200000,8.34e+08
900000000.000001,996400000,998100000
6.5e+08,623700000,6.28e+08
479999999.999999,424600000,418100000
630000000.000001,6.16e+08,629600000
7e+08,739300000,729400000
349999999.999999,424200000,449100000
900000000.000001,629900000,685800000
5.8e+08,595800000,583700000
550000000.000001,524800000,472200000
6.8e+08,603200000,592600000
678500000,369900000,357100000
1.4e+09,1309400000,1372600000
7.32e+08,487100000,5e+08
920000000.000001,670900000,693200000
3.6e+08,510100000,515200000
1.1e+09,1083800000,1097500000
374999999.999999,350400000,367400000
510000000.000001,455200000,446300000
1.05e+09,666400000,629400000
550000000.000001,566500000,566300000
6.95e+08,488600000,486700000
1.35e+09,1341700000,1358100000
479999999.999999,393400000,416600000
3.3e+08,365200000,360300000
5.2e+08,415900000,417500000
479999999.999999,431700000,429200000
6.27e+08,684700000,716100000
5.3e+08,571900000,588400000
1.4e+09,903600000,896800000
1.05e+09,1.033e+09,1018300000
3.2e+08,361100000,353500000
3.2e+08,426400000,421300000
4.4e+08,679300000,747600000
3.8e+08,397400000,3.84e+08
1.05e+09,741800000,652900000
759999999.999999,1025500000,975700000
990000000.000001,656300000,643500000
7e+08,5.9e+08,580200000
369999999.999999,484200000,4.59e+08
340000000.000001,5.22e+08,511800000
7e+08,567500000,545600000
950000000.000001,658700000,654200000
5.3e+08,421300000,444800000
7.8e+08,601500000,590800000
8e+08,675400000,699800000
6.5e+08,672500000,687100000
390000000.000001,417700000,412900000
4.6e+08,424100000,422900000
449999999.999999,534900000,519900000
6.1e+08,532500000,534900000
849999999.999999,864100000,852200000
979999999.999999,736400000,733400000
630000000.000001,660800000,6.95e+08
7e+08,947400000,987500000
825000000.000001,828900000,829400000
355000000.000001,364600000,361100000
390000000.000001,445600000,469600000
3.8e+08,423500000,410800000
3.2e+08,405400000,399600000
3.15e+08,336800000,352300000
1.4e+09,572100000,538400000
379999000,368500000,381700000
389500000,389100000,377400000
470000000.000001,451400000,443900000
7.1e+08,436100000,442400000
689999999.999999,1092600000,1062600000
1.3e+09,882700000,9.14e+08
433500000,471300000,480200000
388999999.999999,700500000,701600000
1.04e+09,558400000,585800000
4.3e+08,517300000,513700000
340000000.000001,345900000,347800000
8e+08,620600000,6.1e+08
410000000.000001,428200000,422300000
550000000.000001,571900000,569100000
889999999.999999,649600000,645500000
349999999.999999,465900000,463200000
4.6e+08,385300000,403200000
6.25e+08,9.27e+08,1005700000
539999999.999999,573700000,583400000
1.61e+09,528800000,513500000
729999999.999999,6.72e+08,682300000
1.38e+09,947100000,974900000
3.35e+08,387400000,393100000
4.4e+08,415800000,4.24e+08
3.1e+08,375600000,366100000
3.6e+08,4.43e+08,391900000
3.6e+08,4.43e+08,391900000
3.6e+08,4.43e+08,391900000
3.6e+08,4.43e+08,391900000
3.85e+08,4.4e+08,421200000
390000000.000001,444100000,440200000
340000000.000001,333700000,344800000
790000000.000001,701700000,733300000
